file_name,number_of_sections,number_of_imports,number_of_exports,entry_point,image_base,file_size,timestamp,number_of_rva_and_sizes,check_sum,dll_characteristics,size_of_code,size_of_initialized_data,size_of_uninitialized_data,section_alignment,file_alignment,size_of_image,size_of_headers,characteristics,machine,number_of_symbols,hash,label
Git.exe,10,7,3,745196,4194304,61263968,1676472856,16,61274961,33088,741888,124416,0,4096,512,921600,1024,33167,332,0,a91a6eddbd919068c16f0f8f92c907f0,benign
